RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1367,15567068,Smith,433,Spain,Female,28,8,160921.9807801357,3,0,0,116643.26741459245,0
1368,15567069,Smith,618,France,Female,34,8,10516.19510194721,1,1,0,91376.74474245848,0
1369,15567070,Smith,589,Spain,Male,29,6,137686.7393109867,1,0,1,85792.26756475154,0
1370,15567071,Smith,418,Germany,Male,37,8,36757.53858459485,2,1,0,147917.7698669823,0
1371,15567072,Smith,850,France,Female,60,7,0.0,1,0,1,92174.96794571681,0
1372,15567073,Smith,612,Germany,Female,23,9,86893.75781744337,1,0,0,135161.61546704688,0
1373,15567074,Smith,439,Spain,Male,20,7,62269.600699305825,3,1,1,23380.873523199858,0
1374,15567075,Smith,622,France,Male,57,6,19519.53160484846,2,0,0,29267.85765545517,1
1375,15567076,Smith,815,France,Male,37,1,0.0,4,1,0,63619.47861155938,1
1376,15567077,Smith,840,Germany,Female,31,1,74581.96063642716,1,0,0,10000.0,0
1377,15567078,Smith,655,Spain,Female,52,7,123791.84458119089,1,1,1,106933.6450191534,0
1378,15567079,Smith,659,France,Male,32,1,104247.67465432221,1,1,0,44265.7182696879,0
1379,15567080,Smith,772,Germany,Male,61,1,77835.33244196327,3,1,0,82447.16940961589,1
1380,15567081,Smith,634,Germany,Male,48,6,98942.37866088675,1,1,1,78474.35935768986,0
1381,15567082,Smith,696,Spain,Male,34,6,73639.29338110716,1,1,0,67745.25256556878,0
1382,15567083,Smith,733,Germany,Male,65,0,3513.787848481443,1,0,1,27994.265917527548,1
1383,15567084,Smith,542,Germany,Male,32,10,3955.3007388278347,2,1,1,123848.62091795063,0
1384,15567085,Smith,803,France,Female,48,6,64841.57355076606,1,1,1,132211.1861483673,0
1385,15567086,Smith,562,Spain,Female,43,4,66967.33568169628,1,1,0,127984.94027663511,0
1386,15567087,Smith,586,Germany,Female,55,4,117549.13392533825,1,0,1,85714.44369659857,0
1387,15567088,Smith,659,France,Female,58,1,112865.21118873736,1,1,0,92189.63068359753,1
1388,15567089,Smith,743,France,Female,40,5,105256.65078794747,1,0,1,35406.89897700856,0
1389,15567090,Smith,717,France,Male,30,3,60985.86434614097,1,1,1,87501.61002791856,0
1390,15567091,Smith,645,France,Male,45,6,5967.391494493029,3,1,0,83206.02640641993,1
1391,15567092,Smith,678,France,Male,31,1,95603.5568533012,1,0,0,112405.40696890984,0
1392,15567093,Smith,757,Germany,Male,64,7,101258.46566310842,1,0,0,57328.46490723936,1
1393,15567094,Smith,650,Germany,Male,41,4,0.0,1,1,0,98320.07034352556,1
1394,15567095,Smith,568,France,Male,35,7,33283.09067086686,4,1,1,84842.08701517814,0
1395,15567096,Smith,589,Spain,Female,42,6,40447.2811303052,1,1,1,131576.2646243587,0
1396,15567097,Smith,740,Spain,Male,23,2,80917.51005617181,2,1,0,172607.32899408782,0
1397,15567098,Smith,568,France,Male,28,8,34831.97836171531,3,1,1,136959.54730477688,0
1398,15567099,Smith,493,France,Female,54,8,73093.27155876798,1,1,1,95390.71520876276,0
1399,15567100,Smith,619,France,Male,32,1,64473.2529823504,1,1,1,81797.6565433562,0
1400,15567101,Smith,642,Spain,Female,27,2,67042.52642311361,2,1,0,118769.58996139123,0
1401,15567102,Smith,736,France,Female,46,10,39180.28531496269,2,0,1,11763.054655808097,0
1402,15567103,Smith,504,France,Male,54,9,43050.747296666115,2,1,1,76156.85438290014,0
1403,15567104,Smith,684,France,Male,48,9,20986.647010965367,2,1,1,117489.44183538994,0
1404,15567105,Smith,765,Germany,Female,51,10,94003.3720286916,1,0,0,45374.71524837522,1
1405,15567106,Smith,568,Germany,Female,30,0,103555.13142956841,2,1,0,96330.5122254249,0
1406,15567107,Smith,658,France,Male,22,0,36469.10249373306,1,1,1,131877.02158354997,0
1407,15567108,Smith,434,Germany,Female,58,2,151032.0048008522,2,1,1,132431.46975998918,0
1408,15567109,Smith,737,France,Male,36,2,59269.92762789756,2,1,1,39174.04263628246,0
1409,15567110,Smith,729,Spain,Male,36,4,151509.28118982803,1,1,0,40116.70475927059,0
1410,15567111,Smith,648,France,Female,55,5,42893.64130841983,1,1,1,74129.83172071096,0
1411,15567112,Smith,517,France,Female,46,3,0.0,1,1,0,146208.93859484507,1
1412,15567113,Smith,716,Germany,Male,45,9,95109.89124561756,1,0,0,74467.40668645709,1
1413,15567114,Smith,625,Germany,Female,65,10,87427.25525594936,3,1,1,100624.53619022315,1
1414,15567115,Smith,371,France,Female,32,6,76719.68976537915,2,0,0,102026.39596929029,0
1415,15567116,Smith,727,France,Female,51,2,42888.37607780054,2,1,0,103801.83765926123,1
1416,15567117,Smith,766,France,Male,40,3,73271.38872570905,1,1,1,108595.48554587389,0
1417,15567118,Smith,783,Germany,Female,43,10,49437.02710652363,1,1,1,154213.51665566635,0
1418,15567119,Smith,522,France,Female,58,4,59882.521683412466,1,1,0,94989.13875879078,1
1419,15567120,Smith,458,Spain,Female,46,7,117081.61278825375,1,0,1,64209.369278784165,0
1420,15567121,Smith,608,Germany,Female,46,8,84210.86147650468,2,0,0,113180.19894832713,1
1421,15567122,Smith,701,France,Male,52,2,105497.56936659887,3,1,0,10000.0,1
1422,15567123,Smith,555,Germany,Male,35,0,63406.574668710506,1,0,0,87998.16910791308,0
1423,15567124,Smith,490,France,Female,29,1,57899.13270976125,2,1,0,28071.579575376963,0
1424,15567125,Smith,722,Spain,Male,27,1,17325.873455567817,1,0,1,84518.77912343093,0
1425,15567126,Smith,615,Germany,Female,18,2,56498.16937159015,1,0,0,147111.36307771338,0
1426,15567127,Smith,712,France,Female,64,1,0.0,1,1,1,10000.0,0
1427,15567128,Smith,651,France,Male,26,10,45488.90168471826,2,0,1,52410.181787688925,0
1428,15567129,Smith,633,Germany,Female,37,0,70906.29114045805,1,1,1,103827.28011312443,0
1429,15567130,Smith,643,France,Male,36,10,103183.6827135078,1,1,0,131656.86522564502,0
1430,15567131,Smith,614,Spain,Male,43,5,61566.106123752164,2,1,1,149227.22916395296,0
1431,15567132,Smith,604,France,Female,49,6,92383.67711224998,2,1,1,83871.91579288644,0
1432,15567133,Smith,539,France,Male,50,0,0.0,1,1,0,54663.509436382185,1
1433,15567134,Smith,698,Spain,Female,33,8,72158.15738965251,2,1,0,99622.82904415288,0
1434,15567135,Smith,774,Spain,Female,37,6,0.0,2,1,0,89565.62925084976,0
1435,15567136,Smith,599,France,Male,43,10,14584.824217033369,1,1,1,137984.03147846705,0
1436,15567137,Smith,836,Spain,Female,37,3,65641.72260680696,2,0,1,131981.51378211137,0
1437,15567138,Smith,687,France,Male,59,2,138813.19939367773,1,0,0,105176.62995034842,1
1438,15567139,Smith,675,France,Male,45,5,93560.33817350294,2,1,1,56153.92446268745,0
1439,15567140,Smith,715,France,Female,48,2,75911.54985685585,3,1,0,72101.30250613553,1
1440,15567141,Smith,747,Spain,Female,47,3,74023.4805266449,1,1,1,103360.32683017758,0
1441,15567142,Smith,604,France,Female,54,8,39318.555339776634,1,1,0,155744.5089501953,1
1442,15567143,Smith,705,Spain,Male,42,4,47800.82933136582,1,0,1,66783.18920800259,0
1443,15567144,Smith,754,Spain,Male,24,9,96368.80227353986,1,1,0,116648.79983338321,0
1444,15567145,Smith,612,France,Male,44,4,5731.974077775289,1,1,0,132916.9159699618,0
1445,15567146,Smith,650,Spain,Female,32,8,104652.70251415105,2,1,1,187196.5238442346,0
1446,15567147,Smith,573,Germany,Female,33,1,55574.646644057364,1,1,0,144778.92001381022,0
1447,15567148,Smith,600,France,Female,47,6,116277.85374347826,1,1,1,77943.486619231,0
1448,15567149,Smith,615,Germany,Male,54,6,123054.67286160417,2,1,1,10000.0,0
1449,15567150,Smith,559,France,Male,40,5,0.0,2,1,0,49559.80720094572,0
1450,15567151,Smith,643,Germany,Female,43,3,45920.961838639094,1,1,1,71151.95410596568,0
1451,15567152,Smith,683,Spain,Female,60,6,32223.615602968814,2,0,0,62776.14200475602,1
1452,15567153,Smith,692,Spain,Male,42,2,0.0,3,1,0,67646.40208385147,1
1453,15567154,Smith,569,Germany,Female,71,8,23373.336189529473,1,1,0,22123.541784227127,1
1454,15567155,Smith,589,France,Female,46,0,197062.79226326698,1,1,1,114000.91708915318,0
1455,15567156,Smith,735,France,Male,18,5,105475.49481062201,2,1,0,100023.99583048128,0
1456,15567157,Smith,589,France,Female,49,0,170864.39843028772,2,1,1,12662.164070727114,0
1457,15567158,Smith,732,Spain,Male,44,5,116454.92200091679,1,0,1,200000.0,0
1458,15567159,Smith,576,Germany,Male,55,4,37907.84194957623,1,1,0,164498.01205732286,1
1459,15567160,Smith,687,France,Male,48,10,55911.44016629785,2,0,1,135263.17850384515,0
1460,15567161,Smith,725,France,Female,38,4,104421.80901201536,4,1,1,95156.22642325891,0
1461,15567162,Smith,385,Spain,Male,25,10,96875.31017365181,2,1,0,87456.48309006885,0
1462,15567163,Smith,736,France,Male,37,9,46132.89921458331,4,0,0,118548.83952737499,1
1463,15567164,Smith,780,France,Female,29,5,0.0,2,0,0,126109.35925975048,0
1464,15567165,Smith,619,France,Male,33,7,239388.05936943693,3,1,1,41309.35011954176,0
1465,15567166,Smith,684,Spain,Female,47,8,67942.51638285971,2,1,1,124709.10844692061,0
1466,15567167,Smith,566,France,Female,60,2,58713.055340869,3,0,0,100817.3826414102,1
1467,15567168,Smith,686,France,Female,44,4,80666.72319526509,1,1,0,143607.70956256782,0
1468,15567169,Smith,850,Spain,Female,25,5,62863.57053444857,2,1,1,170756.8799343725,0
1469,15567170,Smith,430,Germany,Female,45,0,81136.44538527419,1,1,0,31830.839799865324,1
1470,15567171,Smith,599,France,Female,54,0,139347.36430582096,1,0,1,128826.99431658257,0
1471,15567172,Smith,729,Spain,Male,32,0,68772.57601567882,2,1,0,110542.98498044349,0
1472,15567173,Smith,776,Spain,Male,38,1,16864.47803361193,1,1,1,150121.0167725854,0
1473,15567174,Smith,511,Germany,Female,40,3,66917.81027606945,1,0,1,109462.23164830486,0
1474,15567175,Smith,586,Spain,Female,30,5,51779.91092950446,4,1,0,89246.9876673371,0
1475,15567176,Smith,591,Spain,Male,47,2,146194.94686234256,2,1,0,95662.62675925904,0
1476,15567177,Smith,584,Germany,Female,38,8,133555.95323687853,3,1,0,31630.479539808715,1
1477,15567178,Smith,638,France,Male,45,2,80376.25002153995,4,1,0,85502.29535914469,1
1478,15567179,Smith,507,Spain,Female,29,3,11063.207259037175,1,1,0,132391.132816657,0
1479,15567180,Smith,624,Spain,Male,34,3,13705.386828002709,1,0,1,129550.62116072532,0
1480,15567181,Smith,556,France,Male,48,10,75756.16307922768,1,1,0,90250.70756727172,0
1481,15567182,Smith,643,France,Female,35,4,91816.14846606404,2,0,0,174225.183830013,0
1482,15567183,Smith,579,France,Female,60,4,56268.859033697256,2,0,1,93395.39675226269,0
1483,15567184,Smith,633,France,Female,35,1,50991.52078963829,1,0,1,147672.1302219045,0
1484,15567185,Smith,546,Spain,Male,42,5,45360.03834106766,1,1,0,33276.59933258369,0
1485,15567186,Smith,745,Germany,Female,51,8,73830.30198780268,1,1,1,123268.76340004586,0
1486,15567187,Smith,617,France,Female,22,4,0.0,1,1,1,103415.79347018084,0
1487,15567188,Smith,651,France,Female,18,0,19933.668561514503,1,1,1,84429.28693442981,0
1488,15567189,Smith,635,Germany,Male,21,8,43647.45772763247,3,0,0,128740.9907515428,0
1489,15567190,Smith,650,Spain,Male,55,6,135375.15974759602,1,1,0,110255.55969717479,1
1490,15567191,Smith,650,Germany,Female,33,6,34309.317903553536,1,1,1,122006.92486777762,0
1491,15567192,Smith,730,France,Female,70,10,84023.40709156032,1,1,1,127490.56321222693,1
1492,15567193,Smith,621,Germany,Male,33,5,86327.1375465498,2,1,1,70127.64051653302,0
1493,15567194,Smith,578,Germany,Male,42,0,139895.8252830381,1,0,0,187794.0849157754,0
1494,15567195,Smith,654,France,Female,58,10,138128.8703482075,1,0,1,176183.62061530203,0
1495,15567196,Smith,588,France,Male,64,6,72124.85156025419,2,1,1,96925.07418987091,0
1496,15567197,Smith,642,France,Female,64,3,51225.76294052786,3,0,0,124732.48834965494,1
1497,15567198,Smith,544,France,Male,54,4,41808.344858715485,3,1,0,61199.81505450592,1
1498,15567199,Smith,754,Germany,Male,52,6,62946.83887671096,1,1,1,35460.12213342697,0
1499,15567200,Smith,571,France,Male,47,2,53298.33228382,2,1,1,129257.78360176497,0
1500,15567201,Smith,769,Germany,Male,49,1,102681.37046791159,1,1,0,173048.24345831067,1
1501,15567202,Smith,643,Germany,Female,33,10,96015.49087426021,1,0,1,85895.41461412699,0
1502,15567203,Smith,735,France,Male,30,0,104590.05955725079,1,1,1,114196.40200163994,0
1503,15567204,Smith,573,Spain,Male,39,7,137964.18557180843,1,0,1,56033.1678619131,0
1504,15567205,Smith,453,France,Female,37,7,168143.45607000886,2,1,1,23298.805440924712,0
1505,15567206,Smith,485,France,Male,34,6,81233.16967037784,3,1,1,75675.13082405966,0
1506,15567207,Smith,850,Germany,Male,48,9,129973.18856978265,1,1,0,97174.72483697838,0
1507,15567208,Smith,590,France,Female,51,8,57416.99080828924,1,1,0,149233.31977731144,1
1508,15567209,Smith,759,France,Male,41,9,134250.34917915077,1,0,1,38683.38042871477,0
1509,15567210,Smith,520,Germany,Male,57,10,128075.45785879222,2,1,0,48226.526557413585,1
1510,15567211,Smith,667,Spain,Male,26,0,125420.79849714958,3,1,1,48102.23463708425,0
1511,15567212,Smith,684,Spain,Male,37,2,79703.4920595762,3,1,1,166339.38613992368,0
1512,15567213,Smith,850,Germany,Male,31,4,41582.091800455564,2,1,0,181897.66385842115,0
1513,15567214,Smith,618,France,Female,18,1,5273.5781067261705,1,1,1,195953.81761958898,0
1514,15567215,Smith,578,Germany,Male,39,6,72998.13962394504,2,1,1,165866.2119494442,0
1515,15567216,Smith,685,Germany,Female,38,5,151650.62711245916,1,0,0,114244.54313181245,0
1516,15567217,Smith,557,France,Male,58,10,59507.75493179634,4,0,0,99053.59743841602,1
1517,15567218,Smith,690,Spain,Female,47,9,114256.32927300272,1,1,1,135985.76609256383,0
1518,15567219,Smith,644,France,Male,27,1,117197.57002594657,2,1,0,91406.72736728366,0
1519,15567220,Smith,574,France,Female,62,7,60815.688953641366,1,1,1,176221.269569649,0
1520,15567221,Smith,699,France,Male,54,2,140817.24187597597,1,1,0,128368.66906963251,1
1521,15567222,Smith,660,Spain,Female,46,3,0.0,2,0,0,85306.78844207668,1
1522,15567223,Smith,726,Germany,Male,37,4,13862.486063091252,2,1,0,70193.6242012013,0
1523,15567224,Smith,815,Spain,Female,28,5,29218.385182077014,2,0,1,107914.00309225521,0
1524,15567225,Smith,599,Germany,Male,35,8,34014.24885663051,2,1,0,93445.25774771256,0
1525,15567226,Smith,608,France,Female,53,8,91813.14755929477,1,0,0,134403.07281287192,1
1526,15567227,Smith,515,France,Male,62,8,89501.8901526951,3,1,1,113894.60780236198,1
1527,15567228,Smith,702,Germany,Male,58,7,94699.52860875039,2,1,0,105095.10199317947,1
1528,15567229,Smith,585,Germany,Female,34,4,104804.07470662435,1,1,0,200000.0,0
1529,15567230,Smith,684,France,Male,26,4,27494.771542717535,2,1,0,141065.1025604591,0
1530,15567231,Smith,766,Spain,Male,41,3,14091.19665963405,4,1,0,128281.32821004752,1
1531,15567232,Smith,581,France,Male,18,6,94815.98410039315,2,0,1,68316.09937696562,0
1532,15567233,Smith,602,France,Male,43,10,43488.396317678045,1,1,0,10000.0,0
1533,15567234,Smith,751,Germany,Female,38,3,0.0,2,1,0,200000.0,0
1534,15567235,Smith,720,Spain,Male,34,4,123567.21422707407,1,1,1,88329.68239690879,0
1535,15567236,Smith,710,France,Female,20,8,144755.09532511487,2,0,1,36072.22015562338,0
1536,15567237,Smith,610,France,Female,46,6,152858.04448493297,2,1,1,93227.74567640145,0
1537,15567238,Smith,506,France,Male,33,8,84350.38607373601,3,1,1,127032.23355170734,0
1538,15567239,Smith,578,Germany,Male,25,7,106296.60479864513,2,1,1,124250.36859705605,0
1539,15567240,Smith,549,France,Female,18,10,143493.41116809554,1,0,1,31560.569918075373,0
1540,15567241,Smith,708,Germany,Male,39,2,42929.210498828295,2,0,1,10000.0,0
1541,15567242,Smith,678,Germany,Male,61,2,130533.88420270459,1,1,1,165329.44147435256,0
1542,15567243,Smith,590,France,Female,59,1,88769.81170716044,1,1,1,179275.9175450795,0
1543,15567244,Smith,607,Germany,Female,34,2,120685.58261712955,1,1,0,170428.06388863904,0
1544,15567245,Smith,697,Spain,Female,32,9,84304.65104379677,1,0,1,94062.16606241335,0
1545,15567246,Smith,618,France,Male,45,2,139812.8354874001,4,1,1,48952.63763889441,0
1546,15567247,Smith,591,France,Male,28,2,86176.18812707684,2,1,1,137625.82094752433,0
1547,15567248,Smith,847,Germany,Male,43,10,801.0470266291231,2,1,0,107377.60641477958,1
1548,15567249,Smith,595,France,Male,49,5,147596.3316157361,1,1,0,126328.19780377693,0
1549,15567250,Smith,716,Spain,Male,54,8,27623.462951394402,2,1,0,104611.98296019732,1
1550,15567251,Smith,689,France,Female,38,6,137652.91051219573,2,0,1,57324.7371027917,0
1551,15567252,Smith,497,France,Male,37,6,70487.8559279839,1,1,0,123818.513415872,0
1552,15567253,Smith,582,Germany,Male,29,6,133800.54925988533,4,0,0,104033.02325955617,0
1553,15567254,Smith,731,Germany,Male,30,0,131738.43074333825,1,0,0,63728.09934131008,0
1554,15567255,Smith,636,France,Female,37,3,96507.14871576856,2,1,0,92331.68178730486,0
1555,15567256,Smith,503,France,Female,44,8,100426.76588135654,1,1,1,118836.1528638463,0
1556,15567257,Smith,689,Spain,Female,50,3,96131.4308596283,1,1,1,73072.8970411831,0
1557,15567258,Smith,591,France,Female,30,6,0.0,3,1,0,177433.0743400405,0
1558,15567259,Smith,693,Germany,Male,57,1,80916.51094491011,2,1,1,35981.7598940886,0
1559,15567260,Smith,850,France,Female,36,5,19196.791196405247,2,1,0,10000.0,0
1560,15567261,Smith,688,Germany,Male,39,4,83559.35718728315,3,0,0,120096.68556150564,1
1561,15567262,Smith,711,Spain,Male,31,9,17852.872680839224,1,0,1,43380.3458676286,0
1562,15567263,Smith,624,France,Female,18,1,15752.40293869625,2,1,1,123268.27441241797,0
1563,15567264,Smith,538,France,Male,50,10,155246.7250876951,1,1,1,142776.9553792092,0
1564,15567265,Smith,752,France,Female,48,2,128472.36940620949,2,1,0,71398.94514692813,0
1565,15567266,Smith,589,France,Male,36,2,74792.87075279228,1,1,1,156350.55185190937,0
1566,15567267,Smith,627,Spain,Male,40,2,84238.4325124512,1,0,0,41904.45480612433,0
1567,15567268,Smith,829,France,Female,46,4,62604.19871284955,4,1,0,128875.05454384639,1
1568,15567269,Smith,616,Spain,Female,21,9,103493.81879897615,1,1,0,10000.0,0
1569,15567270,Smith,771,Spain,Female,33,8,41197.28167255975,1,0,1,91354.11649611735,0
1570,15567271,Smith,688,France,Male,49,6,124687.01314339787,1,1,0,95054.69273329398,0
1571,15567272,Smith,594,France,Female,24,5,62345.65794929446,1,0,0,112797.07635022432,0
1572,15567273,Smith,684,Germany,Male,43,3,54007.65020843856,1,1,1,110859.13592524095,0
1573,15567274,Smith,578,France,Female,23,4,76085.65092424213,1,1,0,200000.0,0
1574,15567275,Smith,740,Spain,Female,45,5,45442.658503719475,2,1,0,176001.1016684337,0
1575,15567276,Smith,774,France,Female,39,7,91434.11747482415,2,1,0,39088.121360477424,0
1576,15567277,Smith,654,France,Female,20,8,48131.87053433001,2,0,0,121260.0803149736,0
1577,15567278,Smith,784,France,Male,53,1,98426.1801409418,4,1,1,67093.46711797811,1
1578,15567279,Smith,666,France,Male,31,7,135800.32694557382,2,0,1,171686.0860394249,0
1579,15567280,Smith,741,Germany,Male,30,7,39033.915659591315,1,1,0,122911.79647865507,0
1580,15567281,Smith,850,France,Male,42,6,68471.22713524144,1,1,0,92362.64676894722,0
1581,15567282,Smith,850,France,Male,53,3,98066.53565177109,2,0,1,181593.66985837545,0
1582,15567283,Smith,631,Spain,Male,27,8,53207.13225092966,2,1,1,154659.06860192624,0
1583,15567284,Smith,679,France,Female,40,6,98216.02804133325,1,1,1,87441.08609935835,0
1584,15567285,Smith,544,France,Male,45,4,102769.943032587,1,0,0,91984.81629356525,0
1585,15567286,Smith,729,Germany,Male,48,3,129163.0888147152,2,1,0,140998.61766698753,1
1586,15567287,Smith,688,France,Male,42,5,44700.497695754406,2,1,1,94775.69432023232,0
1587,15567288,Smith,572,Germany,Male,35,5,27861.23798847627,2,1,1,45890.148538522066,0
1588,15567289,Smith,768,France,Male,30,8,59621.13052181281,1,1,0,79605.98751312557,0
1589,15567290,Smith,623,France,Female,41,6,26612.383022645,2,1,0,117783.16524923377,0
1590,15567291,Smith,597,Germany,Female,27,0,103224.91020237486,2,0,0,116020.01398137021,0
1591,15567292,Smith,689,Germany,Female,18,3,16912.434991179434,3,1,0,21948.879726973886,0
1592,15567293,Smith,603,France,Female,45,3,191650.82091263443,2,1,1,82531.21264208987,0
1593,15567294,Smith,646,Spain,Male,50,4,139796.39307868754,2,0,1,59589.76816596429,0
1594,15567295,Smith,824,France,Male,18,4,75628.78848001572,2,0,0,173284.16803249123,0
1595,15567296,Smith,588,Spain,Female,27,9,118369.7246498988,1,1,0,103699.75169737387,0
1596,15567297,Smith,717,Spain,Male,47,3,0.0,1,0,1,124538.54059152718,0
1597,15567298,Smith,591,France,Male,64,2,201168.66656997788,3,1,0,62093.578163863865,1
1598,15567299,Smith,552,France,Male,40,5,45489.269389975525,2,1,1,135195.25691000273,0
1599,15567300,Smith,641,Spain,Male,31,10,68975.12930503202,2,1,1,66246.30881477878,0
1600,15567301,Smith,850,France,Male,37,1,0.0,4,1,1,95485.14898304724,0
1601,15567302,Smith,728,France,Female,56,8,99314.36523704474,4,1,1,44513.01646111864,1
1602,15567303,Smith,696,France,Male,32,5,19682.79214614456,2,1,1,117087.50124307227,0
1603,15567304,Smith,597,Spain,Female,30,10,80082.78807830146,1,0,1,10000.0,0
1604,15567305,Smith,611,Spain,Female,34,4,47786.278353773094,1,1,0,200000.0,0
1605,15567306,Smith,501,France,Male,28,2,21112.803253482823,3,1,1,145426.74423014134,0
1606,15567307,Smith,829,Germany,Female,41,3,34781.924911869144,1,1,0,85607.2828716917,1
1607,15567308,Smith,676,Spain,Female,59,5,86289.40170427607,4,1,0,163789.71153833976,1
1608,15567309,Smith,668,France,Male,43,2,10925.451356558777,1,1,0,132878.23928563512,0
1609,15567310,Smith,670,Germany,Male,36,9,37559.416448821146,2,0,1,67278.02611357864,0
1610,15567311,Smith,850,Germany,Female,36,6,108163.6690632239,2,0,0,80118.85321238877,0
1611,15567312,Smith,679,France,Male,21,4,205123.99374371566,1,1,1,28704.111822428822,0
1612,15567313,Smith,630,Spain,Male,50,9,98879.44097765024,3,1,1,87710.9466810599,0
1613,15567314,Smith,829,Spain,Male,39,0,29136.91789113563,2,1,0,73748.67207151206,0
1614,15567315,Smith,637,France,Female,37,8,56644.29149638445,1,1,1,78741.3737240216,0
1615,15567316,Smith,480,France,Male,78,8,76579.45030762891,1,1,1,59786.709264306526,1
1616,15567317,Smith,497,Spain,Male,43,0,57528.75246821463,2,1,1,111744.15145157448,0
1617,15567318,Smith,630,France,Male,30,3,120152.90833684665,1,0,0,71297.01958069085,0
1618,15567319,Smith,679,Germany,Male,34,3,85873.67415071123,3,0,1,48316.99857545799,0
1619,15567320,Smith,732,France,Female,53,9,120392.61924549351,1,1,1,118960.51099326974,0
1620,15567321,Smith,558,Germany,Male,41,7,59277.810485118534,1,1,0,111723.30795198586,1
1621,15567322,Smith,627,Germany,Female,22,1,141275.0109860628,1,1,0,23989.373869999472,0
1622,15567323,Smith,569,Spain,Male,51,6,66675.7207859227,1,1,0,98214.71045282102,1
1623,15567324,Smith,761,France,Female,31,7,26440.50654310042,1,1,1,132271.20267980272,0
1624,15567325,Smith,778,Spain,Male,62,2,183866.01905211108,4,0,0,44751.187498183834,1
1625,15567326,Smith,845,France,Female,52,9,0.0,1,1,0,92468.52291093295,1
1626,15567327,Smith,685,Spain,Female,34,2,38063.063734753625,1,1,1,29611.855144044006,0
1627,15567328,Smith,836,France,Male,55,8,43648.60740848027,1,0,0,200000.0,1
1628,15567329,Smith,580,Germany,Female,40,7,200415.31365282816,2,1,1,161150.70365865462,0
1629,15567330,Smith,671,France,Male,50,0,165342.94420732558,2,1,0,56148.29489289665,0
1630,15567331,Smith,543,Spain,Female,45,1,149696.4071821099,2,1,1,128791.38082776743,0
1631,15567332,Smith,707,Germany,Male,29,3,58467.06688118341,1,0,0,85558.51845334604,0
1632,15567333,Smith,678,Spain,Female,32,10,196308.90019208874,2,0,1,98055.50673512548,0
1633,15567334,Smith,404,France,Male,52,5,93417.60019204856,2,0,1,154103.62985023082,0
1634,15567335,Smith,760,France,Female,35,2,123863.16851515611,2,1,1,149998.1197212069,0
1635,15567336,Smith,735,Spain,Female,35,3,83984.76905531035,1,0,1,76427.67773726363,0
1636,15567337,Smith,594,France,Male,28,3,72526.67143383743,2,1,0,56340.67240120038,0
1637,15567338,Smith,678,France,Female,45,9,62411.06630368104,1,1,0,149011.25181312885,0
1638,15567339,Smith,500,France,Female,64,6,64518.00032904189,1,1,0,68629.66232772313,1
1639,15567340,Smith,572,Germany,Female,27,6,105424.58243390394,1,1,1,190952.82366372907,0
1640,15567341,Smith,816,France,Male,40,6,93359.9899387694,1,1,1,199500.3805676101,0
1641,15567342,Smith,534,Germany,Male,56,3,73426.4314898158,1,1,0,112812.81093551462,1
1642,15567343,Smith,650,France,Male,39,4,150476.19963494272,2,1,1,68832.63636719927,0
1643,15567344,Smith,510,Germany,Male,45,3,0.0,3,1,1,10000.0,1
1644,15567345,Smith,683,France,Female,27,8,100494.36239605975,2,1,0,76448.40485421357,0
1645,15567346,Smith,706,Germany,Male,45,3,110886.93533294897,1,1,1,25815.827885630846,0
1646,15567347,Smith,722,France,Female,37,0,132348.14341275848,2,1,0,90270.6157704637,0
1647,15567348,Smith,696,France,Male,51,7,71756.42794733195,2,0,1,135505.4394898979,0
1648,15567349,Smith,792,France,Female,54,5,85396.00336919788,1,1,0,98981.43181096032,1
1649,15567350,Smith,594,France,Male,71,1,124297.41916573606,2,0,0,114423.25254725578,1
1650,15567351,Smith,544,France,Male,46,0,149558.320214009,2,1,0,74465.22960240966,0
1651,15567352,Smith,591,Germany,Female,43,9,59973.20074106159,1,1,1,44607.28326497619,0
1652,15567353,Smith,515,France,Female,42,6,88348.78915637801,1,1,1,160151.85895393437,0
1653,15567354,Smith,657,Spain,Female,35,7,158928.69821743786,1,1,0,52814.71372564219,0
1654,15567355,Smith,636,Germany,Female,44,9,0.0,4,1,1,26655.459884135795,0
1655,15567356,Smith,697,Germany,Male,36,8,40499.370009270744,1,1,1,112575.52206735898,0
1656,15567357,Smith,488,France,Female,42,10,148291.79893014816,1,1,1,50534.71796690206,0
1657,15567358,Smith,648,France,Male,55,3,129626.89168041517,1,0,0,114163.34561505994,1
1658,15567359,Smith,771,France,Male,27,6,101122.26054633471,3,0,0,119328.76371341464,0
1659,15567360,Smith,707,France,Female,53,4,52570.156344544,1,1,1,128443.64809618132,0
1660,15567361,Smith,460,France,Female,55,1,30909.07505072903,2,0,0,79546.65562916627,1
1661,15567362,Smith,648,France,Female,38,2,45439.21903788131,2,1,0,93024.18859553858,0
1662,15567363,Smith,576,France,Male,18,7,152400.41104093462,2,1,0,65106.11634213907,0
1663,15567364,Smith,651,Spain,Female,32,9,43577.865542232685,2,1,0,138455.63349826972,0
1664,15567365,Smith,611,France,Female,55,10,80071.14821198289,1,1,0,77288.56038150136,1
1665,15567366,Smith,823,France,Male,39,4,37314.617756912696,3,1,1,20043.669275824344,0
